Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Label
0.5536681040522425,0.5841176789552351,0.6624576864762916,0.6580703078052355,0.29334959480643635,0.3593262440127316,0.5772552900812989,0.5770678926368313,0.5772571529459072,1.0,0.5856335766039751,0.6703348460270898,0.6431002645239803,0.5977086876958697,0.45270961330394816,0.6138453830739901,0.38407621781936424,0.4644772089889987,0.4271954678256345,0.5122811209079484,2.0
0.8471987850010263,0.2199102211112378,0.602939028556177,0.25809261932155225,0.429210220131585,0.6633425895451049,0.5096420028643194,0.3383382833106041,0.39270444361100476,0.6019396623402014,0.39044500524242953,0.5324687884372963,0.5068357759855721,0.40225994785912744,0.8215916133987988,0.5950878533477016,0.19622861200135894,0.5279681472154142,0.4007320302847418,0.6278650002194336,0.0
0.38112188923509493,0.48278953377996514,0.5757480918470685,0.6298632791255182,0.31995553894163353,0.44982481462385776,0.42875820332585657,0.40200061511394325,0.7648181360421645,0.5607472566441434,0.31086740684974323,0.6376792920582164,0.818323429551895,0.654869789082672,0.27209450510689803,0.4273648890700623,0.6900366723779934,0.3938495801571829,0.5665729142219342,0.6161951080144005,1.0
0.36096042926328753,0.49107119659073,0.013809898989639136,0.3463418537998565,0.46211477729102596,0.3128325227052726,0.7448616955897452,0.2854787933059051,0.43399332699545246,0.5196110865929137,0.7161909933599173,0.2846206773230841,0.6744745628232439,0.5015349591529381,0.35277370234280736,0.5693155211394906,0.5298589543360205,0.4099674684261808,0.5104703127485029,0.442202960470736,2.0
0.5170276017876873,0.599319601178157,0.7379025224218028,0.31432767517597265,0.81995500619844,0.20718683007162475,0.4772322357446625,0.5882475809726865,0.5421487801602549,0.4065950720269109,0.46878166244640873,0.42604985980117505,0.4115952864583683,0.6274403145531537,0.5535523228947571,0.3960635607109019,0.6349399813149876,0.5460949281314914,0.621929317825844,0.5944443262885418,0.0
0.37565074836168916,0.4159728439704546,0.6120940407684893,0.5915555398150197,0.4968647609053778,0.5175991074963173,0.6916497343682637,0.4112642916746255,0.5820646071755057,0.4696711021349159,0.467347819515917,0.6648165277980785,0.6238124523482045,0.6220264454000958,0.6958218210731494,0.5031505762449139,0.6022929456942446,0.45345998651098157,0.5486249528732663,0.4804785418448473,2.0
0.5145493947489077,0.589273553815537,0.3772668975149791,0.8138580913528191,0.3490973927750447,0.3178717080818402,0.6737166310250102,0.6187494040944403,0.5936179725578232,0.594251826389642,0.49816298407296283,0.36541184427712525,0.5113706837290589,0.39842574327318325,0.6462679600126626,0.4779413927746792,0.3761754204811233,0.45179212375205097,0.5619397181413437,0.4154413170794038,0.0
0.37666694066503525,0.5365530817237868,0.5367449856663085,0.4239585236943305,0.4293442541572516,0.5348074906036454,0.28278734877540135,0.2888804338435167,0.3922333668121346,0.46798292724322293,0.5466361348397006,0.7213034325424328,0.6286489434803029,0.47600922050548594,0.49714756881459665,0.34962059530432865,0.4972230296011415,0.45670120416197924,0.5484077840507134,0.3759153584671516,0.0
0.5779019771361759,0.7299108369503866,0.4836859777314714,0.5602567583148412,0.6035215987566669,0.43981692921712456,0.5336138722715625,0.5018888601172692,0.5146514147823248,0.38404853242168,0.5036765261388414,0.5746997436868174,0.7176715411692562,0.6438906239127811,0.8229773686267334,0.38489786556679256,0.6308480955081017,0.5275013008607528,0.8284704399826508,0.3787552571967273,0.0
0.3740417236728836,0.4100911031833967,0.181415641353529,0.4211367467478858,0.3861301007669453,0.5225590679714311,0.551263396366574,0.7814256258823828,0.6425635757279076,0.41346445165063955,0.3652377992977463,0.5737878757259759,0.30196501894690364,0.774718814878153,0.676916018108193,0.42962365218429427,0.2430298206363684,0.7030808561248119,0.48281902321210735,0.6856724467960192,1.0
